payment_id_pk,customer_id_fk,payment_method,date_payment,amount
140,7152,bank card,2020-03-01 10:31 AM,50.0
141,13767,from terminal,2020-01-01 10:31 AM,24.0
142,12404,from another phone,2020-02-01 10:35 AM,15.0
143,13884,from terminal,2020-06-01 10:38 AM,21.0
144,9668,bank card,2020-04-01 10:41 AM,21.0
145,12670,bank card,2020-06-01 10:50 AM,50.0
146,3016,bank card,2020-06-01 10:55 AM,20.0
147,8316,bank card,2020-02-01 11:00 AM,23.0
148,10924,bank card,2020-08-01 11:01 AM,15.0
149,1719,bank card,2020-12-01 11:02 AM,20.0
150,12248,from another phone,2020-06-01 11:06 AM,25.0
151,5267,bank card,2020-05-01 11:09 AM,25.0
152,1979,bank card,2020-01-01 11:17 AM,18.0
153,4085,bank card,2020-02-01 11:25 AM,15.0
154,5070,bank card,2020-03-01 11:26 AM,25.0
155,7340,bank card,2020-08-01 11:32 AM,15.0
156,11223,bank card,2020-01-01 11:33 AM,50.0
157,5600,bank card,2020-05-01 11:38 AM,18.0
158,8136,bank card,2020-12-01 11:38 AM,21.0
159,3109,bank card,2020-05-01 11:39 AM,22.0
160,3067,bank card,2020-02-01 11:46 AM,21.0
161,6934,bank card,2020-12-01 11:48 AM,21.0
162,4816,bank card,2020-01-01 11:51 AM,24.0
163,13553,bank card,2020-12-01 11:52 AM,22.0
164,8318,bank card,2020-05-01 11:59 AM,22.0
165,5754,bank card,2020-02-01 12:08 AM,50.0
166,12670,bank card,2020-06-01 12:08 AM,25.0
167,7974,bank card,2020-11-01 12:16 AM,23.0
168,5743,bank card,2020-10-01 12:16 AM,15.0
169,5887,bank card,2020-10-01 12:21 AM,23.0
170,8577,from terminal,2020-10-01 12:21 AM,23.0
171,3053,from terminal,2020-06-01 12:24 AM,23.0
172,10868,from terminal,2020-01-01 12:26 AM,10.0
173,5080,bank card,2020-12-01 12:33 AM,50.0
174,8137,bank card,2020-02-01 12:38 AM,24.0
175,11716,from terminal,2020-04-01 12:43 AM,21.0
176,13147,bank card,2020-09-01 12:45 AM,24.0
177,4229,bank card,2020-06-01 12:50 AM,22.0
178,4915,bank card,2020-08-01 12:57 AM,21.0
179,8732,from another phone,2020-05-01 12:59 AM,26.0
180,2415,bank card,2020-09-01 01:00 PM,25.0
181,4667,bank card,2020-06-01 01:01 PM,26.0
182,11673,bank card,2020-12-01 01:06 PM,21.0
183,6725,bank card,2020-11-01 01:07 PM,20.0
184,10153,bank card,2020-03-01 01:07 PM,19.0
185,3313,bank card,2020-11-01 01:09 PM,29.0
186,7060,bank card,2020-04-01 01:15 PM,22.0
187,2278,bank card,2020-10-01 01:16 PM,15.0
188,5137,bank card,2020-09-01 01:20 PM,19.0
189,2702,bank card,2020-05-01 01:24 PM,15.0
190,11980,bank card,2020-01-01 01:25 PM,19.0
191,13575,bank card,2020-03-01 01:25 PM,20.0
192,5224,bank card,2020-11-01 01:26 PM,26.0
193,6741,bank card,2020-02-01 01:28 PM,23.0
194,4821,bank card,2020-06-01 01:28 PM,25.0
195,7183,bank card,2020-12-01 01:29 PM,50.0
196,6676,bank card,2020-10-01 01:35 PM,26.0
197,5388,bank card,2020-03-01 01:39 PM,15.0
198,3608,bank card,2020-08-01 01:39 PM,19.0
199,344,bank card,2020-07-01 01:40 PM,50.0
200,7767,from terminal,2020-02-01 01:44 PM,16.0
201,7859,bank card,2020-10-01 01:49 PM,50.0
202,9029,from terminal,2020-09-01 01:51 PM,24.0
203,2890,from terminal,2020-01-01 01:54 PM,23.0
204,12844,from terminal,2020-07-01 01:56 PM,20.0
205,12314,from another phone,2020-06-01 01:57 PM,22.0
206,4203,bank card,2020-06-01 02:03 PM,23.0
207,5823,bank card,2020-06-01 02:04 PM,27.0
208,3163,bank card,2020-02-01 02:04 PM,20.0
209,2871,bank card,2020-12-01 02:08 PM,10.0
210,349,bank card,2020-08-01 02:10 PM,31.0
211,8093,bank card,2020-11-01 02:10 PM,28.0
212,8683,bank card,2020-11-01 02:14 PM,22.0
213,11319,bank card,2020-05-01 02:18 PM,22.0
214,10981,bank card,2020-05-01 02:22 PM,22.0
215,7266,bank card,2020-02-01 02:28 PM,140.0
216,559,bank card,2020-12-01 02:48 PM,21.0
217,9401,bank card,2020-12-01 02:49 PM,19.0
218,7338,bank card,2020-05-01 02:53 PM,90.0
219,695,bank card,2020-12-01 03:07 PM,140.0
220,2846,bank card,2020-02-01 03:15 PM,15.0
221,9549,bank card,2020-09-01 03:15 PM,50.0
222,13585,bank card,2020-07-01 03:15 PM,21.0
223,7149,bank card,2020-12-01 03:16 PM,25.0
224,7072,bank card,2020-05-01 03:20 PM,25.0
225,5704,bank card,2020-11-01 03:22 PM,19.0
226,5053,from terminal,2020-07-01 03:26 PM,50.0
227,5923,bank card,2020-02-01 03:34 PM,22.0
228,2685,from terminal,2020-05-01 03:39 PM,23.0
229,13268,bank card,2020-11-01 03:43 PM,24.0
230,10068,bank card,2020-10-01 03:43 PM,21.0
231,8122,bank card,2020-01-01 03:50 PM,17.0
232,12026,from terminal,2020-05-01 03:52 PM,25.0
233,4517,bank card,2020-12-01 03:57 PM,18.0
234,9068,bank card,2020-07-01 03:59 PM,24.0
235,11565,bank card,2020-05-01 04:01 PM,22.0
236,1749,bank card,2020-10-01 04:17 PM,23.0
237,7796,bank card,2020-06-01 04:18 PM,23.0
238,10325,from terminal,2020-07-01 04:22 PM,20.0
239,12893,from terminal,2020-12-01 04:23 PM,25.0
240,8620,from terminal,2020-09-01 04:23 PM,21.0
241,8729,bank card,2020-10-01 04:26 PM,22.0
242,3216,from another phone,2020-02-01 04:30 PM,21.0
243,3318,bank card,2020-02-01 04:32 PM,21.0
244,10680,bank card,2020-11-01 04:33 PM,90.0
245,10017,from terminal,2020-12-01 04:37 PM,21.0
246,2372,bank card,2020-10-01 04:40 PM,15.0
247,11359,bank card,2020-08-01 04:43 PM,18.0
248,8465,bank card,2020-09-01 04:45 PM,50.0
249,130,bank card,2020-08-01 04:46 PM,20.0
250,6968,from another phone,2020-05-01 04:49 PM,25.0
251,7824,bank card,2020-06-01 04:51 PM,23.0
252,11134,bank card,2020-02-01 04:55 PM,17.0
253,8361,bank card,2020-02-01 04:58 PM,19.0
254,12023,bank card,2020-12-01 05:00 PM,15.0
255,7286,from terminal,2020-12-01 05:03 PM,50.0
256,7346,bank card,2020-02-01 05:07 PM,22.0
257,11930,from terminal,2020-11-01 05:08 PM,24.0
258,6216,bank card,2020-09-01 05:15 PM,20.0
259,3345,from another phone,2020-01-01 05:20 PM,50.0
260,13981,from another phone,2020-06-01 05:20 PM,26.0
261,11207,from another phone,2020-11-01 05:23 PM,140.0
262,3292,bank card,2020-10-01 05:27 PM,22.0
263,6889,from terminal,2020-01-01 05:32 PM,25.0
264,6913,bank card,2020-03-01 05:35 PM,50.0
265,4934,bank card,2020-01-01 05:36 PM,25.0
266,12833,bank card,2020-09-01 05:40 PM,50.0
267,1507,bank card,2020-08-01 05:43 PM,20.0
268,8450,bank card,2020-01-01 05:45 PM,10.0
269,8530,bank card,2020-03-01 05:48 PM,23.0
270,2036,bank card,2020-03-01 05:48 PM,90.0
271,12840,bank card,2020-04-01 05:48 PM,50.0
272,1313,bank card,2020-06-01 05:49 PM,22.0
273,12649,bank card,2020-10-01 05:52 PM,21.0
274,142,from terminal,2020-11-01 05:57 PM,23.0
275,5937,bank card,2020-02-01 05:58 PM,50.0
276,9844,bank card,2020-12-01 06:00 PM,17.0
277,622,bank card,2020-01-01 06:04 PM,22.0
278,320,bank card,2020-11-01 06:05 PM,23.0
279,6797,bank card,2020-11-01 06:08 PM,140.0
280,197,from terminal,2020-09-01 06:11 PM,23.0
281,9999,from terminal,2020-07-01 06:14 PM,21.0
282,7972,bank card,2020-06-01 06:17 PM,23.0
283,1402,bank card,2020-06-01 06:21 PM,90.0
284,5905,bank card,2020-07-01 06:28 PM,50.0
285,4877,from another phone,2020-09-01 06:36 PM,20.0
286,475,from terminal,2020-05-01 06:40 PM,15.0
287,7017,bank card,2020-02-01 06:42 PM,19.0
288,6819,from terminal,2020-03-01 06:48 PM,22.0
289,12144,from terminal,2020-05-01 06:50 PM,20.0
290,13749,bank card,2020-09-01 06:52 PM,19.0
291,344,bank card,2020-02-01 06:59 PM,23.0
292,10476,bank card,2020-04-01 07:18 PM,25.0
293,2131,from terminal,2020-03-01 07:21 PM,90.0
294,4627,bank card,2020-06-01 07:27 PM,23.0
295,7270,bank card,2020-03-01 07:31 PM,23.0
296,11383,bank card,2020-02-01 07:31 PM,22.0
297,13044,from terminal,2020-09-01 07:32 PM,22.0
298,3279,from terminal,2020-02-01 07:34 PM,20.0
299,7373,bank card,2020-05-01 07:41 PM,50.0
300,8811,bank card,2020-12-01 07:43 PM,50.0
301,1581,from terminal,2020-12-01 07:45 PM,21.0
302,8226,bank card,2020-02-01 07:45 PM,10.0
303,6363,bank card,2020-10-01 07:48 PM,20.0
304,2248,from another phone,2020-01-01 07:56 PM,26.0
305,6973,bank card,2020-09-01 07:58 PM,50.0
306,11935,bank card,2020-12-01 07:58 PM,22.0
307,13230,bank card,2020-02-01 08:00 PM,22.0
308,4579,from terminal,2020-04-01 08:03 PM,26.0
309,9672,from terminal,2020-05-01 08:06 PM,23.0
310,8558,bank card,2020-02-01 08:24 PM,50.0
311,10603,bank card,2020-01-01 08:25 PM,23.0
312,3084,bank card,2020-09-01 08:29 PM,25.0
313,3569,bank card,2020-11-01 08:37 PM,24.0
314,6607,bank card,2020-08-01 08:39 PM,140.0
315,8352,from terminal,2020-08-01 08:39 PM,90.0
316,6022,from another phone,2020-02-01 08:41 PM,50.0
317,13892,from another phone,2020-12-01 08:41 PM,50.0
318,9524,bank card,2020-10-01 08:41 PM,24.0
319,13036,bank card,2020-10-01 08:42 PM,18.0
320,11839,bank card,2020-03-01 08:45 PM,19.0
321,13032,from terminal,2020-04-01 08:49 PM,22.0
322,13102,from terminal,2020-10-01 08:57 PM,23.0
323,12725,from terminal,2020-09-01 08:59 PM,50.0
324,4602,bank card,2020-10-01 09:10 PM,20.0
325,1100,from terminal,2020-07-01 09:22 PM,21.0
326,7743,from another phone,2020-02-01 09:22 PM,90.0
327,12472,from terminal,2020-03-01 09:27 PM,23.0
328,11820,bank card,2020-03-01 09:28 PM,90.0
329,4911,bank card,2020-06-01 09:31 PM,19.0
330,10939,from terminal,2020-09-01 09:31 PM,27.0
331,11274,bank card,2020-04-01 09:36 PM,15.0
332,6704,from terminal,2020-02-01 09:37 PM,23.0
333,1523,bank card,2020-04-01 09:38 PM,50.0
334,10766,bank card,2020-12-01 09:43 PM,25.0
335,6551,bank card,2020-05-01 09:45 PM,27.0
336,9524,bank card,2020-04-01 09:45 PM,22.0
337,1518,bank card,2020-07-01 09:48 PM,50.0
338,4300,bank card,2020-06-01 09:56 PM,18.0
339,11525,bank card,2020-01-01 10:02 PM,23.0
340,708,bank card,2020-01-01 10:03 PM,23.0
341,3233,bank card,2020-12-01 10:03 PM,26.0
342,1460,bank card,2020-10-01 10:05 PM,18.0
343,2856,from terminal,2020-05-01 10:06 PM,10.0
344,281,from terminal,2020-07-01 10:06 PM,27.0
345,12642,bank card,2020-06-01 10:11 PM,15.0
346,534,from another phone,2020-04-01 10:11 PM,23.0
347,4900,bank card,2020-11-01 10:12 PM,50.0
348,12080,bank card,2020-03-01 10:14 PM,26.0
349,5808,bank card,2020-11-01 10:19 PM,50.0
350,4826,bank card,2020-03-01 10:25 PM,22.0
351,7198,from terminal,2020-09-01 10:26 PM,24.0
352,12552,bank card,2020-12-01 10:28 PM,20.0
353,12688,from terminal,2020-04-01 10:29 PM,15.0
354,1654,bank card,2020-06-01 10:35 PM,23.0
355,4073,from terminal,2020-09-01 10:41 PM,50.0
356,3090,bank card,2020-12-01 10:44 PM,27.0
357,240,bank card,2020-05-01 10:50 PM,15.0
358,10066,from terminal,2020-05-01 10:55 PM,90.0
359,13701,bank card,2020-03-01 11:01 PM,10.0
360,13888,bank card,2020-07-01 11:01 PM,10.0
361,6534,from another phone,2020-05-01 11:12 PM,21.0
362,12435,bank card,2020-06-01 11:17 PM,90.0
363,6469,bank card,2020-11-01 11:18 PM,22.0
364,8894,from terminal,2020-09-01 11:21 PM,17.0
365,13056,from terminal,2020-03-01 11:21 PM,15.0
366,9233,from another phone,2020-01-01 11:33 PM,10.0
367,4741,bank card,2020-07-01 11:33 PM,22.0
368,9731,bank card,2020-02-01 11:35 PM,24.0
369,8477,from terminal,2020-05-01 11:48 PM,26.0
370,314,bank card,2020-09-01 11:57 PM,18.0
371,11120,bank card,2020-04-01 11:57 PM,23.0
372,11663,bank card,2020-08-01 11:58 PM,19.0
373,5111,bank card,2020-09-01 12:02 PM,25.0
374,5686,bank card,2020-08-01 12:08 PM,15.0
375,5844,bank card,2020-09-01 12:12 PM,21.0
376,6357,bank card,2020-07-01 12:20 PM,28.0
377,13545,bank card,2020-11-01 12:20 PM,140.0
378,3945,bank card,2020-06-01 12:22 PM,50.0
379,3148,from another phone,2020-10-01 12:22 PM,90.0
380,10527,bank card,2020-09-01 12:28 PM,21.0
381,1846,bank card,2020-04-01 12:31 PM,22.0
382,149,bank card,2020-01-01 12:34 PM,19.0
383,6076,bank card,2020-08-01 12:36 PM,50.0
384,2957,from terminal,2020-01-01 12:42 PM,50.0
385,1754,from another phone,2020-01-01 12:52 PM,28.0
386,9928,bank card,2020-12-01 12:59 PM,22.0
387,9988,bank card,2021-01-01 01:08 AM,24.0
388,2580,bank card,2021-07-01 01:15 AM,20.0
389,4338,from another phone,2021-04-01 01:16 AM,20.0
390,2778,from another phone,2021-11-01 01:23 AM,15.0
391,1208,bank card,2021-09-01 01:24 AM,24.0
392,13926,bank card,2021-11-01 01:29 AM,19.0
393,4981,bank card,2021-02-01 01:40 AM,90.0
394,13241,bank card,2021-12-01 01:41 AM,23.0
395,6094,bank card,2021-07-01 01:47 AM,23.0
396,10143,from terminal,2021-03-01 01:53 AM,22.0
397,12,from terminal,2021-07-01 01:55 AM,90.0
398,7653,from another phone,2021-04-01 01:55 AM,23.0
399,12370,bank card,2021-06-01 01:55 AM,24.0
400,842,bank card,2021-03-01 01:56 AM,15.0
401,9478,bank card,2021-07-01 02:02 AM,50.0
402,10438,from another phone,2021-01-01 02:09 AM,21.0
403,2129,bank card,2021-06-01 02:13 AM,23.0
404,3682,bank card,2021-03-01 02:14 AM,15.0
405,9762,bank card,2021-09-01 02:20 AM,21.0
406,6441,bank card,2021-12-01 02:22 AM,24.0
407,8985,bank card,2021-02-01 02:29 AM,140.0
408,2891,from terminal,2021-05-01 02:32 AM,20.0
409,3237,bank card,2021-08-01 02:33 AM,23.0
410,9550,bank card,2021-10-01 02:42 AM,26.0
411,1203,from terminal,2021-10-01 02:43 AM,140.0
412,10684,bank card,2021-11-01 02:47 AM,22.0
413,9380,from terminal,2021-02-01 02:48 AM,140.0
414,12437,from another phone,2021-06-01 02:53 AM,90.0
415,6734,bank card,2021-04-01 02:54 AM,25.0
416,7353,bank card,2021-12-01 02:56 AM,25.0
417,10072,bank card,2021-03-01 02:58 AM,27.0
418,3748,bank card,2021-08-01 03:02 AM,22.0
419,7034,bank card,2021-04-01 03:13 AM,22.0
420,5612,bank card,2021-07-01 03:15 AM,23.0
421,2094,bank card,2021-04-01 03:17 AM,140.0
422,182,bank card,2021-12-01 03:25 AM,15.0
423,6595,from terminal,2021-03-01 03:30 AM,19.0
424,1957,from terminal,2021-09-01 03:33 AM,26.0
425,5407,bank card,2021-05-01 03:37 AM,16.0
426,9438,bank card,2021-05-01 03:39 AM,23.0
427,6896,bank card,2021-11-01 03:46 AM,21.0
428,4252,bank card,2021-07-01 03:47 AM,20.0
429,7764,bank card,2021-03-01 03:57 AM,10.0
430,9012,from terminal,2021-08-01 04:12 AM,50.0
431,307,bank card,2021-06-01 04:15 AM,23.0
432,10493,bank card,2021-08-01 04:19 AM,27.0
433,2689,bank card,2021-11-01 04:19 AM,21.0
434,10674,bank card,2021-07-01 04:23 AM,27.0
435,12580,from terminal,2021-10-01 04:23 AM,27.0
436,11012,bank card,2021-12-01 04:28 AM,23.0
437,11000,from terminal,2021-07-01 04:33 AM,27.0
438,298,bank card,2021-03-01 04:35 AM,140.0
439,5051,from another phone,2021-04-01 04:36 AM,26.0
440,4256,bank card,2021-10-01 04:37 AM,24.0
441,11540,bank card,2021-11-01 04:38 AM,23.0
442,2580,from another phone,2021-12-01 04:41 AM,23.0
443,5011,bank card,2021-01-01 04:44 AM,20.0
444,527,from terminal,2021-01-01 04:49 AM,21.0
445,10465,bank card,2021-12-01 04:55 AM,23.0
446,11305,from terminal,2021-09-01 05:04 AM,29.0
447,13745,from terminal,2021-03-01 05:06 AM,50.0
448,2105,bank card,2021-06-01 05:07 AM,25.0
449,1835,from terminal,2021-09-01 05:10 AM,24.0
450,1329,bank card,2021-11-01 05:11 AM,50.0
451,516,from terminal,2021-02-01 05:12 AM,15.0
452,9181,bank card,2021-11-01 05:13 AM,15.0
453,10920,bank card,2021-06-01 05:14 AM,50.0
454,11751,from another phone,2021-03-01 05:16 AM,24.0
455,9878,bank card,2021-02-01 05:23 AM,90.0
456,4111,bank card,2021-08-01 05:23 AM,26.0
457,11931,from another phone,2021-08-01 05:24 AM,20.0
458,5663,from another phone,2021-06-01 05:29 AM,90.0
459,2786,bank card,2021-05-01 05:35 AM,23.0
460,1125,from terminal,2021-08-01 05:35 AM,24.0
461,10346,from another phone,2021-07-01 05:43 AM,17.0
462,9842,from terminal,2021-11-01 05:45 AM,90.0
463,6548,bank card,2021-07-01 05:50 AM,20.0
464,4107,from terminal,2021-04-01 05:55 AM,90.0
465,11715,bank card,2021-08-01 05:56 AM,20.0
466,6754,bank card,2021-01-01 06:03 AM,25.0
467,3897,from another phone,2021-01-01 06:07 AM,23.0
468,7150,bank card,2021-04-01 06:08 AM,23.0
469,3322,bank card,2021-04-01 06:11 AM,50.0
470,12152,bank card,2021-06-01 06:17 AM,10.0
471,5421,from terminal,2021-08-01 06:17 AM,90.0
472,8928,from terminal,2021-10-01 06:27 AM,50.0
473,476,bank card,2021-08-01 06:40 AM,23.0
474,405,bank card,2021-03-01 06:55 AM,24.0
475,8447,bank card,2021-08-01 06:57 AM,26.0
476,9458,bank card,2021-06-01 06:58 AM,25.0
477,10403,bank card,2021-12-01 07:04 AM,23.0
478,3073,bank card,2021-07-01 07:10 AM,23.0
479,8283,bank card,2021-08-01 07:11 AM,90.0
480,9330,bank card,2021-11-01 07:11 AM,19.0
481,5719,from another phone,2021-02-01 07:12 AM,20.0
482,6985,bank card,2021-02-01 07:15 AM,27.0
483,1417,bank card,2021-03-01 07:18 AM,26.0
484,2345,bank card,2021-08-01 07:18 AM,25.0
485,1971,from another phone,2021-07-01 07:20 AM,15.0
486,6090,bank card,2021-04-01 07:20 AM,26.0
487,3542,bank card,2021-10-01 07:25 AM,23.0
488,3810,from terminal,2021-09-01 07:26 AM,19.0
489,9454,from another phone,2021-08-01 07:33 AM,22.0
490,154,bank card,2021-03-01 07:48 AM,29.0
491,4238,bank card,2021-06-01 07:51 AM,90.0
492,5370,from terminal,2021-08-01 07:51 AM,50.0
493,2832,bank card,2021-06-01 07:57 AM,50.0
494,7074,bank card,2021-08-01 08:02 AM,21.0
495,11817,bank card,2021-09-01 08:03 AM,50.0
496,12509,bank card,2021-06-01 08:03 AM,15.0
497,2585,from terminal,2021-12-01 08:08 AM,26.0
498,12082,bank card,2021-10-01 08:13 AM,18.0
499,10397,bank card,2021-08-01 08:17 AM,25.0
500,7559,bank card,2021-10-01 08:21 AM,19.0
501,6452,from terminal,2021-08-01 08:22 AM,26.0
502,5362,from terminal,2021-10-01 08:23 AM,24.0
503,12144,bank card,2021-10-01 08:28 AM,19.0
504,9730,from terminal,2021-12-01 08:39 AM,21.0
505,284,bank card,2021-08-01 08:39 AM,21.0
506,9814,from terminal,2021-10-01 08:45 AM,23.0
507,861,from terminal,2021-04-01 08:46 AM,22.0
508,8833,bank card,2021-02-01 08:51 AM,50.0
509,8324,bank card,2021-02-01 08:52 AM,15.0
510,2365,bank card,2021-01-01 08:59 AM,140.0
511,2149,bank card,2021-01-01 09:02 AM,24.0
512,3204,bank card,2021-10-01 09:02 AM,26.0
